COUNTY,DISTRICT_NAME,DIST_CODE,K-12_2015-2016_TOTAL AID,EQUALIZATION_AID,EDUCATIONAL_ADEQUACY_AID,CHOICE_AID,TRANSPORTATION_AID,SPECIAL_EDUCATION_CATEGORICAL_AID,SECURITY_AID,UNDER_ADEQUACY_AID,SUPPLEMENTAL_ENROLLMENT_GROWTH_AID,PARCC_READINESS_AID,PER_PUPIL_GROWTH_AID,ADJUSTMENT_AID,ADDITIONAL_ADJUSTMENT_AID,PROFESSIONAL_LEARNING_COMMUNITY_AID,HOST_DISTRICT_SUPPORT_AID,K-12_2016-2017_TOTAL_AID,ONE _YEAR_AID_CHANGE,%_AID_CHANGE
OCEAN,LAVALLETTE BORO,2550,"174,442",0,0,0,"60,168","91,794","15,724",0,0,"1,170","1,170","4,798",0,"1,230",0,"176,054","1,612",0.90%
OCEAN,LITTLE EGG HARBOR TWP,2690,"9,677,667","5,995,899",0,0,"1,038,502","844,602","337,297","6,727",0,"13,560","13,560","1,427,520",0,"12,680",0,"9,690,347","12,680",0.10%
OCEAN,LONG BEACH ISLAND,2760,"723,158",0,0,"507,129","69,509","119,508","23,425",0,0,"2,250","2,250",0,0,"2,120",0,"726,191","3,033",0.40%
OCEAN,MANCHESTER TWP,2940,"5,511,130",0,0,0,"1,826,200","1,709,627","410,680",0,0,"28,080","28,080","1,531,444",0,"27,510",0,"5,561,621","50,491",0.90%
OCEAN,OCEAN COUNTY VOCATIONAL,3790,"5,571,665","2,014,757",0,0,0,"708,060","134,823",0,0,"13,780","13,780","2,686,465",0,"13,430",0,"5,585,095","13,430",0.20%
OCEAN,OCEAN GATE BORO,3800,"929,226","825,262",0,0,103,"84,886","9,128",0,0,"1,220","1,220",0,"7,407","1,220",0,"930,446","1,220",0.10%
OCEAN,OCEAN TWP,3820,"6,934,480",0,0,0,"327,794","515,006","137,667",0,0,"8,890","8,890","5,948,204",0,"8,930",0,"6,955,381","20,901",0.30%
OCEAN,PINELANDS REGIONAL,4105,"11,367,875","8,420,721",0,"59,358","810,479","961,334","299,661",0,0,"15,930","15,930","784,462",0,"15,390",0,"11,383,265","15,390",0.10%
OCEAN,PLUMSTED TWP,4190,"11,531,250","10,042,670",0,"235,752","130,266","975,623","125,293",0,0,"14,395","14,395",0,"7,144","13,080",0,"11,558,618","27,368",0.20%
OCEAN,POINT PLEASANT BORO,4210,"6,039,203","3,924,507",0,0,"85,308","1,663,733","184,043","26,399",0,"28,360","28,360","98,493",0,"26,910",0,"6,066,113","26,910",0.40%
OCEAN,POINT PLEASANT BEACH,4220,"481,465",0,0,0,"12,489","400,732","63,340",0,0,"6,330","6,330",221,167,"6,790",0,"496,399","14,934",3.10%
OCEAN,SEASIDE HEIGHTS BORO,4710,"1,025,637","214,549",0,"83,958","11,203","111,652","78,555",0,0,"1,950","1,950","397,376","125,937","1,960",0,"1,029,090","3,453",0.30%
OCEAN,SEASIDE PARK BORO,4720,"156,210",0,0,0,"12,549","23,271","10,018",0,0,320,320,"110,351",0,390,0,"157,219","1,009",0.60%
OCEAN,SOUTHERN REGIONAL,4950,"1,960,025",0,0,0,"299,208","1,413,531","204,023",0,0,"25,970","25,970",0,0,"24,560",0,"1,993,262","33,237",1.70%
OCEAN,STAFFORD TWP,5020,"9,443,200","7,039,555",0,"281,706","533,435","1,288,981","238,635",0,0,"20,730","20,730",0,"19,428","20,250",0,"9,463,450","20,250",0.20%
OCEAN,TOMS RIVER REGIONAL,5190,"68,023,721","39,941,537",0,0,"4,600,705","9,263,660","1,848,137","433,801",0,"155,830","155,830","11,788,519",0,"154,220",0,"68,342,239","318,518",0.50%
OCEAN,TUCKERTON BORO,5220,"2,257,265","1,244,469",0,"396,920","9,443","166,602","51,045","10,056","390,411","3,380","3,380",0,0,"3,010",0,"2,278,716","21,451",1.00%
PASSAIC,BLOOMINGDALE BORO,420,"1,965,255","1,258,651",0,0,"68,641","557,300","16,458",0,0,"8,670","8,670",0,"56,460","8,610",0,"1,983,460","18,205",0.90%
PASSAIC,CLIFTON CITY,900,"26,259,039","17,638,485",0,0,"551,845","6,684,519","867,934","500,000",0,"112,730","112,730",0,0,"110,120",0,"26,578,363","319,324",1.20%
PASSAIC,HALEDON BORO,1920,"6,806,166","5,977,868",0,0,"10,669","600,886","114,210","135,963",0,"9,830","9,830",0,0,"10,230",0,"6,869,486","63,320",0.90%
PASSAIC,HAWTHORNE BORO,2100,"2,045,132","321,456",0,0,"143,695","1,466,245","75,886",0,0,"23,320","23,320",0,0,"23,250",0,"2,077,172","32,040",1.60%
PASSAIC,LAKELAND REGIONAL,2510,"4,828,036","3,876,700",0,0,"96,677","687,768","19,744",0,0,"10,240","10,240",0,"126,667","9,470",0,"4,837,506","9,470",0.20%
PASSAIC,LITTLE FALLS TWP,2700,"529,221",0,0,0,"39,581","450,207","23,895",0,0,"9,010","9,010",0,1,"8,790",0,"540,494","11,273",2.10%
PASSAIC,NORTH HALEDON BORO,3640,"404,942",0,0,0,"19,291","327,422","16,636","31,620",0,"7,210","7,210",0,0,"7,000",0,"416,389","11,447",2.80%
PASSAIC,PASSAIC CITY,3970,"228,314,704","192,866,230","19,998,279",0,"1,947,242","7,962,215","5,861,415","177,430",0,"137,030","137,030",0,0,"141,070",0,"229,227,941","913,237",0.40%
PASSAIC,PASSAIC CO MANCHESTER REG,3980,"6,486,069","4,386,379",0,"1,356,264","57,435","520,794","119,203","80,644",0,"9,770","9,770",0,"39,123","8,920",0,"6,588,302","102,233",1.60%
PASSAIC,PASSAIC VALLEY REGIONAL,3990,"995,578","73,815",0,0,"115,286","739,670","42,576",0,0,"14,360","14,360",0,0,"13,400",0,"1,013,467","17,889",1.80%
PASSAIC,PASSAIC COUNTY VOCATIONAL,3995,"19,844,609","17,588,035",0,0,0,"2,034,174","297,893",0,0,"32,860","32,860",0,0,"33,810",0,"20,019,632","175,023",0.90%
PASSAIC,PATERSON CITY,4010,"399,834,019","370,023,727",0,0,"3,180,870","15,948,443","11,457,860",0,0,"273,080","273,080",0,0,"278,280",0,"401,435,340","1,601,321",0.40%
PASSAIC,POMPTON LAKES BORO,4230,"3,892,703","2,754,303",0,"95,512","32,018","953,729","40,863",0,0,"15,320","15,320",0,0,"15,400",0,"3,922,465","29,762",0.80%
PASSAIC,PROSPECT PARK BORO,4270,"7,889,464","7,106,903",0,0,"17,907","505,887","115,739","188,605",0,"8,420","8,420",0,0,"8,850",43,"7,960,774","71,310",0.90%
PASSAIC,RINGWOOD BORO,4400,"2,907,857","1,139,507",0,0,"660,581","727,841","98,526",0,0,"11,505","11,505","159,299","99,093","11,810",0,"2,919,667","11,810",0.40%
PASSAIC,TOTOWA BORO,5200,"449,427",0,0,0,"16,114","387,460","29,390",0,0,"10,160","10,160",0,0,"10,360",256,"463,900","14,473",3.20%
PASSAIC,WANAQUE BORO,5440,"2,482,504","1,845,547",0,0,"47,456","547,530","23,490",0,0,"9,240","9,240",0,1,"9,230",0,"2,491,734","9,230",0.40%
PASSAIC,WAYNE TWP,5570,"3,946,414",0,0,0,"392,872","3,256,758","154,816",0,0,"80,715","80,715",0,0,"76,870",0,"4,042,746","96,332",2.40%
PASSAIC,WEST MILFORD TWP,5650,"14,597,029","10,288,587",0,0,"1,658,498","2,243,826","313,229",0,0,"36,250","36,250","20,389",0,"34,480",0,"14,631,509","34,480",0.20%
PASSAIC,WOODLAND PARK,5690,"834,113",0,0,0,"22,263","656,863","65,855","75,596",0,"11,410","11,410",0,0,"10,900",0,"854,297","20,184",2.40%
SALEM,ALLOWAY TWP,60,"3,719,711","3,016,688",0,0,"290,690","324,976","44,007","3,706",0,"5,170","5,170","29,304",0,"4,810",0,"3,724,521","4,810",0.10%
SALEM,ELMER BORO,1340,"1,868,344","1,353,423",0,0,"82,686","130,029","26,788","5,492","282,321","2,230","2,230",0,0,"2,060",0,"1,887,259","18,915",1.00%
SALEM,ELSINBORO TWP,1350,"1,004,511","304,277",0,"469,345","55,004","71,518","21,003","4,066",0,"1,580","1,580","80,596","10,915","1,540",0,"1,021,424","16,913",1.70%
SALEM,LOWER ALLOWAYS CREEK,2800,"886,483","421,194",0,0,"120,883","124,366","19,864",0,0,"1,840","1,840","196,496",0,"1,610",0,"888,093","1,610",0.20%
SALEM,MANNINGTON TWP,2950,"559,489","33,846",0,0,"117,432","101,080","29,905",0,0,"1,570","1,570","274,086",0,"1,670",0,"561,159","1,670",0.30%
SALEM,OLDMANS TWP,3860,"2,013,000","959,479",0,"517,495","136,526","147,233","28,642",0,0,"3,150","3,150","246,964",0,"3,300",0,"2,045,939","32,939",1.60%
SALEM,PENNS GRV-CARNEY'S PT REG,4070,"21,328,565","19,825,465",0,0,"121,679","1,190,528","299,644",0,0,"21,010","21,010",0,0,"20,520",0,"21,499,856","171,291",0.80%
SALEM,PENNSVILLE,4075,"8,855,146","7,412,374",0,"154,384","134,088","1,010,823","67,439",0,0,"17,350","17,350",0,"115,788","16,775",0,"8,946,371","91,225",1.00%
SALEM,PITTSGROVE TWP,4150,"13,534,382","10,418,547",0,"1,263,968","727,339","849,160","230,429",0,0,"14,560","14,560","12,502","3,317","14,345",0,"13,548,727","14,345",0.10%
SALEM,QUINTON TWP,4280,"3,400,194","2,632,989",0,"221,060","196,117","207,275","78,139","20,832",0,"3,620","3,620",0,"94,740","3,700",0,"3,462,092","61,898",1.80%
SALEM,SALEM CITY,4630,"16,384,640","13,075,991",0,"8,418","160,883","547,474","401,438",0,0,"9,640","9,640","2,168,350","11,224","9,550",0,"16,402,608","17,968",0.10%
SALEM,SALEM COUNTY VOCATIONAL,4640,"4,610,244","4,202,604",0,0,0,"399,706","25,113",0,0,"7,820","7,820",0,1,"7,530",0,"4,650,594","40,350",0.90%
SALEM,UPPER PITTSGROVE TWP,5320,"3,502,043","2,602,252",0,"163,240","316,928","300,139","55,469","37,291",0,"5,200","5,200",0,"16,324","4,400",0,"3,506,443","4,400",0.10%
SALEM,WOODSTOWN-PILESGROVE REG,5910,"6,973,801","5,523,895",0,0,"358,511","689,961","140,608","13,257",0,"11,620","11,620","251,966",0,"11,560",0,"7,012,998","39,197",0.60%
SOMERSET,BEDMINSTER TWP,240,"667,403",0,0,0,"119,708","467,775","66,237",0,0,"8,300","8,300",0,0,"7,840",0,"678,160","10,757",1.60%
SOMERSET,BERNARDS TWP,350,"3,172,646",0,0,0,"443,670","2,538,589","101,447",0,0,"57,590","57,590",0,0,"56,390",0,"3,255,276","82,630",2.60%
SOMERSET,BOUND BROOK BORO,490,"8,098,163","6,305,124",0,"434,316","27,646","903,401","141,353","282,395",0,"16,070","16,070",0,"51,096","17,440","7,647","8,202,558","104,395",1.30%
SOMERSET,BRANCHBURG TWP,510,"1,959,600",0,0,0,"443,962","1,284,219","193,608",0,0,"23,145","23,145",0,0,"21,760",0,"1,989,839","30,239",1.50%
SOMERSET,BRIDGEWATER-RARITAN REG,555,"9,254,338","2,018,666",0,0,"931,096","5,491,892","683,937",0,0,"83,490","83,490",0,1,"82,965",24,"9,375,561","121,223",1.30%
SOMERSET,FRANKLIN TWP,1610,"13,153,588","5,500,347",0,0,"917,058","5,044,696","1,581,446",0,0,"80,870","80,870",0,0,"77,870",0,"13,283,157","129,569",1.00%
SOMERSET,GREEN BROOK TWP,1810,"938,133",0,0,0,"133,186","733,874","48,339",0,0,"13,480","13,480",0,1,"13,300",0,"955,660","17,527",1.90%
SOMERSET,HILLSBOROUGH TWP,2170,"25,076,042","19,150,471",0,0,"640,922","4,574,496","190,752","13,046",0,"69,615","69,615",0,"406,388","70,460",0,"25,185,765","109,723",0.40%
SOMERSET,MANVILLE BORO,3000,"5,257,866","4,270,389",0,0,"14,934","831,911","86,779","66,006",0,"13,970","13,970",0,0,"14,810",0,"5,312,769","54,903",1.00%
SOMERSET,MONTGOMERY TWP,3320,"4,022,106",0,0,0,"1,037,972","2,518,853","386,904",0,0,"45,825","45,825",0,"4,389","46,000",0,"4,085,768","63,662",1.60%
SOMERSET,NORTH PLAINFIELD BORO,3670,"24,652,565","22,281,699",0,0,"70,094","2,060,334","272,195","78,758",0,"33,580","33,580",0,0,"33,040",0,"24,863,280","210,715",0.90%
SOMERSET,SOMERSET CO VOCATIONAL,4810,"1,423,942","580,221",0,0,0,"293,914","64,725",0,0,"5,020","5,020","366,426","108,616","4,620",0,"1,428,562","4,620",0.30%
SOMERSET,SOMERSET HILLS REGIONAL,4815,"877,110",0,0,0,"161,287","555,212","130,156",0,0,"17,370","17,370",0,1,"17,510",0,"898,906","21,796",2.50%
SOMERSET,SOMERVILLE BORO,4820,"5,383,037","4,212,643",0,0,"39,064","1,023,178","99,165","15,501",0,"16,430","16,430",0,0,"16,075",0,"5,438,486","55,449",1.00%
SOMERSET,SOUTH BOUND BROOK,4850,"3,340,524","2,961,161",0,0,"16,266","340,449","35,261",0,0,"5,580","5,580",0,0,"5,500",0,"3,369,797","29,273",0.90%
SOMERSET,WARREN TWP,5470,"1,224,961",0,0,0,"147,456","1,011,025","34,560",0,0,"18,760","18,760",0,1,"17,130",0,"1,247,692","22,731",1.90%
SOMERSET,WATCHUNG BORO,5540,"424,477",0,0,0,"60,681","339,314","12,631",0,0,"6,910","6,910",0,0,"6,740",0,"433,186","8,709",2.10%
SOMERSET,WATCHUNG HILLS REGIONAL,5550,"970,219",0,0,0,"218,205","637,517","83,096",0,0,"18,030","18,030",0,0,"17,520",0,"992,398","22,179",2.30%
SUSSEX,ANDOVER REG,90,"2,335,255","28,208",0,"52,632","542,672","468,866","61,429",0,0,"8,160","8,160","1,182,448",0,"7,160",0,"2,359,735","24,480",1.00%
SUSSEX,BYRAM TWP,640,"3,794,194","2,512,278",0,"326,469","325,211","542,873","70,573",0,0,"8,395","8,395",0,0,"8,530",0,"3,802,724","8,530",0.20%
SUSSEX,FRANKFORD TWP,1560,"1,958,177","1,133",0,0,"253,966","308,643","42,394",0,0,"4,960","4,960","1,346,220",0,"5,040",0,"1,967,316","9,139",0.50%
SUSSEX,FRANKLIN BORO,1570,"3,262,204","2,659,880",0,0,"44,842","281,158","79,508",0,0,"4,530","4,530","199,026",0,"4,650",182,"3,278,306","16,102",0.50%
SUSSEX,FREDON TWP,1630,"532,107","277,211",0,0,"39,793","183,763","25,900",0,0,"2,720","2,720",0,0,"2,200",0,"534,307","2,200",0.40%
SUSSEX,GREEN TWP,1800,"2,464,565","708,283",0,"544,180","403,787","359,279","44,440",0,0,"6,810","6,810","421,916",0,"6,910",762,"2,503,177","38,612",1.60%
SUSSEX,HAMBURG BORO,1930,"1,623,906","750,879",0,0,"44,903","148,539","30,047",0,0,"2,820","2,820","646,919",0,"2,450",0,"1,629,377","5,471",0.30%
SUSSEX,HAMPTON TWP,1980,"1,276,100","655,394",0,0,"167,978","212,034","32,162",0,0,"3,180","3,180","174,490","27,682","2,880",0,"1,278,980","2,880",0.20%
SUSSEX,HARDYSTON TWP,2030,"2,184,255",0,0,"103,048","452,207","403,070","54,279",0,0,"7,540","7,540","1,162,080",0,"7,450",0,"2,197,214","12,959",0.60%
SUSSEX,HIGH POINT REGIONAL,2165,"6,400,454","4,284,622",0,"31,416","748,822","606,486","86,130",0,0,"9,510","9,510","623,958",0,"9,190",0,"6,409,644","9,190",0.10%
SUSSEX,HOPATCONG,2240,"11,383,175","5,217,357",0,0,"668,951","1,104,933","232,021",0,0,"16,905","16,905","4,126,103",0,"15,740",0,"11,398,915","15,740",0.10%
SUSSEX,KITTATINNY REGIONAL,2465,"6,042,454","3,430,734",0,"224,400","630,048","623,786","81,354",0,0,"11,070","11,070","1,053,290",0,"10,420",0,"6,076,172","33,718",0.60%
SUSSEX,LAFAYETTE TWP,2490,"844,455","47,971",0,"344,723","107,714","138,078","17,295",0,0,"2,375","2,375","172,037","11,887","2,360",0,"846,815","2,360",0.30%
SUSSEX,LENAPE VALLEY REGIONAL,2615,"4,737,899","3,509,370",0,"633,620","88,936","464,408","20,481",0,0,"8,230","8,230",0,"19,496","8,330",0,"4,761,101","23,202",0.50%
SUSSEX,MONTAGUE TWP,3300,"2,699,116","1,906,677",0,0,"398,801","257,132","100,706",0,0,"4,510","4,510","26,780",0,"3,460",0,"2,702,576","3,460",0.10%
SUSSEX,NEWTON TOWN,3590,"5,880,552","5,184,509",0,"9,300","34,112","596,193","57,943",0,0,"10,810","10,810",0,"18,601","11,060",703,"5,934,041","53,489",0.90%
SUSSEX,OGDENSBURG BORO,3840,"2,289,350","1,369,767",0,"256,521","17,372","162,828","27,247",0,0,"2,840","2,840","463,801",0,"2,500",0,"2,305,716","16,366",0.70%
SUSSEX,SANDYSTON-WALPACK TWP,4650,"568,898","465,729",0,0,"11,363","87,136","2,651",0,0,"1,490","1,490",0,0,"1,500","1,740","573,099","4,201",0.70%
SUSSEX,SPARTA TWP,4960,"5,943,150","2,488,733",0,0,"1,105,532","2,030,137","252,688",0,0,"33,030","33,030",0,0,"31,980","2,344","5,977,474","34,324",0.60%
SUSSEX,STANHOPE BORO,5030,"1,511,963","1,167,221",0,0,"34,061","204,219","33,994",0,0,"3,500","3,500","66,645",0,"3,060",0,"1,516,200","4,237",0.30%
SUSSEX,STILLWATER TWP,5040,"1,803,809","1,031,570",0,0,"151,123","198,760","32,939",0,0,"2,950","2,950","384,085",0,"2,890",0,"1,807,267","3,458",0.20%
SUSSEX,SUSSEX-WANTAGE REGIONAL,5100,"7,809,249","5,670,481",0,"34,860","824,394","773,754","152,070",0,0,"12,260","12,260","337,885",0,"10,440",0,"7,828,404","19,155",0.20%
SUSSEX,SUSSEX COUNTY VOCATIONAL,5110,"4,178,842","2,460,033",0,0,0,"343,448","55,159",0,0,"8,060","8,060","1,314,347",0,"8,060",0,"4,197,167","18,325",0.40%
SUSSEX,VERNON TWP,5360,"25,062,223","14,888,366",0,"92,560","2,202,151","2,093,078","326,271",0,0,"33,480","33,480","5,263,253","129,584","30,670",0,"25,092,893","30,670",0.10%
SUSSEX,WALLKILL VALLEY REGIONAL,5435,"4,707,210","2,938,820",0,"20,540","467,610","421,248","67,325",0,0,"6,580","6,580","716,221","71,890","6,770","1,060","4,724,644","17,434",0.40%
UNION,BERKELEY HEIGHTS TWP,310,"1,169,261",0,0,0,"134,464","953,530","40,882",0,0,"23,045","23,045",0,0,"22,285",0,"1,197,251","27,990",2.40%
UNION,CLARK TWP,850,"1,049,411",0,0,0,"61,158","910,308","40,859","2,264",0,"21,890","21,890",0,0,"21,760",0,"1,080,129","30,718",2.90%
UNION,CRANFORD TWP,980,"2,309,995","88,682",0,0,"81,969","2,016,678","67,128",0,0,"37,155","37,155",0,0,"36,990",0,"2,365,757","55,762",2.40%
UNION,ELIZABETH CITY,1320,"363,945,958","310,310,148","28,521,068",0,"2,981,056","13,554,525","9,987,940","500,000",0,"236,630","236,630",0,0,"251,280","1,900","366,581,177","2,635,219",0.70%
UNION,GARWOOD BORO,1710,"448,267","77,425",0,0,"36,355","309,298","11,310",0,0,"5,120","5,120","3,963","1,805","4,840",0,"455,236","6,969",1.60%
UNION,HILLSIDE TWP,2190,"21,179,669","19,083,433",0,0,"110,390","1,827,031","244,325","6,164",0,"29,430","29,430",0,0,"30,450",0,"21,360,653","180,984",0.90%
UNION,KENILWORTH BORO,2420,"4,355,686","1,243,266",0,"2,079,015","33,288","821,279","43,234","46,156",0,"14,180","14,180",0,"80,478","13,660",0,"4,388,736","33,050",0.80%
UNION,LINDEN CITY,2660,"21,206,794","16,893,594",0,0,"231,526","3,637,033","407,427",0,0,"57,740","57,740",0,0,"57,890",0,"21,342,950","136,156",0.60%
UNION,MOUNTAINSIDE BORO,3470,"492,364",0,0,0,"76,605","371,542","19,731","5,780",0,"10,690","10,690",0,0,"10,370",0,"505,408","13,044",2.60%
UNION,NEW PROVIDENCE BORO,3560,"917,377",0,0,0,"49,252","790,389","39,922",0,0,"22,920","22,920",0,0,"23,620",0,"949,023","31,646",3.40%
UNION,PLAINFIELD CITY,4160,"121,397,680","101,170,886","11,009,173",0,"1,271,689","4,925,637","3,215,823","423,687",0,"87,220","87,220",0,0,"95,830","1,719,484","124,006,649","2,608,969",2.10%
UNION,RAHWAY CITY,4290,"20,521,655","17,565,441",0,0,"209,420","2,263,445","473,055","86,609",0,"36,460","36,460",0,0,"36,910",0,"20,707,800","186,145",0.90%
UNION,ROSELLE BORO,4540,"23,616,110","21,768,981",0,0,"54,056","1,681,565","225,869",0,0,"26,400","26,400",0,0,"26,910",0,"23,810,181","194,071",0.80%
UNION,ROSELLE PARK BORO,4550,"10,460,264","9,210,539",0,0,"24,011","1,161,432","101,567",0,0,"18,620","18,620",0,1,"20,040",0,"10,554,830","94,566",0.90%
UNION,SCOTCH PLAINS-FANWOOD REG,4670,"2,947,508",0,0,0,"237,609","2,518,908","98,844",0,0,"53,090","53,090",0,0,"52,925",0,"3,014,466","66,958",2.30%
UNION,SPRINGFIELD TWP,5000,"1,328,556",0,0,"431,086","80,258","730,095","45,482",0,0,"23,200","23,200",0,0,"22,480",0,"1,355,801","27,245",2.10%
UNION,SUMMIT CITY,5090,"1,607,073",0,0,0,"33,533","1,413,911","86,761",0,0,"40,670","40,670",0,0,"39,925",0,"1,655,470","48,397",3.00%
UNION,UNION COUNTY VOCATIONAL,5260,"5,667,336","4,661,472",0,0,0,"965,247","48,058",0,0,"16,700","16,700",0,0,"17,080",0,"5,725,257","57,921",1.00%
UNION,UNION TWP,5290,"30,780,527","25,551,746",0,0,"306,590","4,600,487","395,293",0,0,"73,510","73,510",0,1,"71,770",0,"31,072,907","292,380",0.90%
UNION,WESTFIELD TOWN,5730,"2,956,317",0,0,0,"138,112","2,598,409","110,483",0,0,"62,000","62,000",0,0,"61,995",0,"3,032,999","76,682",2.60%
UNION,WINFIELD TWP,5810,"1,660,574","1,315,177",0,"140,535","60,297","98,817","20,252",0,0,"1,640","1,640","32,874",0,"1,660",0,"1,672,892","12,318",0.70%
WARREN,ALLAMUCHY TWP,30,"560,195",0,0,0,"228,966","284,121","37,450",0,0,"6,020","6,020",0,0,"5,980",0,"568,557","8,362",1.50%
WARREN,ALPHA BORO,70,"1,909,118","1,676,814",0,0,"16,483","199,203","10,077",0,0,"3,270","3,270",0,1,"2,860",0,"1,911,978","2,860",0.10%
WARREN,BELVIDERE TOWN,280,"2,834,517","2,549,473",0,0,"1,860","249,632","8,387",0,0,"3,880","3,880",0,"17,405","3,870",0,"2,838,387","3,870",0.10%
WARREN,BLAIRSTOWN TWP,400,"1,973,757","1,333,417",0,0,"70,649","351,956","52,071",0,0,"5,230","5,230","115,626","39,578","4,990",0,"1,978,747","4,990",0.30%
WARREN,FRANKLIN TWP,1620,"748,291","557,245",0,0,"19,335","147,307","4,013",0,0,"2,190","2,190",0,"16,011","2,040",0,"750,331","2,040",0.30%
WARREN,FRELINGHUYSEN TWP,1670,"616,900","274,195",0,0,"81,177","103,313","12,976",0,0,"1,540","1,540","142,159",0,"1,460",0,"618,360","1,460",0.20%
WARREN,GREAT MEADOWS REGIONAL,1785,"5,907,304","4,672,930",0,0,"309,702","763,471","105,232",0,0,"11,800","11,800","32,369",0,"10,770",0,"5,918,074","10,770",0.20%
WARREN,GREENWICH TWP,1840,"6,010,678","4,770,510",0,"162,660","198,562","699,575","90,234","66,207",0,"11,465","11,465",0,0,"10,205",0,"6,020,883","10,205",0.20%
WARREN,HACKETTSTOWN,1870,"5,101,229","4,257,538",0,"19,610","19,534","755,124","38,497",0,0,"13,860","13,860",0,"19,610","14,220",479,"5,152,332","51,103",1.00%
WARREN,HARMONY TWP,2040,"358,530",0,0,0,"105,722","219,129","31,434",0,0,"3,320","3,320",0,0,"3,360",0,"366,285","7,755",2.20%
WARREN,HOPE TWP,2250,"969,781","684,121",0,0,"103,047","155,088","22,505",0,0,"2,510","2,510",0,0,"2,280",0,"972,061","2,280",0.20%
WARREN,KNOWLTON TWP,2470,"1,384,951","1,083,113",0,0,"114,628","144,464","24,644",0,0,"2,230","2,230","1,145","12,497","1,870",0,"1,386,821","1,870",0.10%
WARREN,LOPATCONG TWP,2790,"3,515,639","2,603,952",0,"130,656","39,846","704,190","26,030","12,277",0,"11,820","11,820",0,0,"11,660",0,"3,552,251","36,612",1.00%
WARREN,MANSFIELD TWP,2970,"3,565,224","2,956,294",0,0,"119,772","396,644","85,007","19,421",0,"7,110","7,110",0,0,"6,490",0,"3,597,848","32,624",0.90%
WARREN,NORTH WARREN REGIONAL,3675,"4,995,326","4,073,680",0,"30,165","129,381","607,635","79,019",0,0,"9,650","9,650","66,201",0,"8,960",0,"5,014,341","19,015",0.40%
WARREN,OXFORD TWP,3890,"2,559,906","2,070,999",0,"136,401","130,857","221,657","29,944",0,0,"3,950","3,950",0,"7,179","3,840",0,"2,608,777","48,871",1.90%
WARREN,PHILLIPSBURG TOWN,4100,"37,441,412","25,265,082",0,"9,314","185,632","1,395,514","776,530",0,0,"24,360","24,360","9,777,099",0,"25,280",0,"37,483,171","41,759",0.10%
WARREN,POHATCONG TWP,4200,"1,776,958","1,426,667",0,0,"40,863","268,769","34,353",0,0,"4,730","4,730",0,0,"4,180",0,"1,784,292","7,334",0.40%
WARREN,WARREN COUNTY VOCATIONAL,5460,"3,122,249","2,776,464",0,0,"57,828","273,356","27,869",0,0,"4,450","4,450",0,0,"4,770",0,"3,149,187","26,938",0.90%
WARREN,WARREN HILLS REGIONAL,5465,"10,534,423","9,299,615",0,0,"148,391","1,041,953","46,884",0,0,"17,850","17,850",0,0,"18,290",0,"10,590,833","56,410",0.50%
WARREN,WASHINGTON BORO,5480,"2,758,726","2,437,988",0,0,"11,162","295,434","23,302",0,0,"5,260","5,260",0,0,"5,460","1,887","2,785,753","27,027",1.00%
WARREN,WASHINGTON TWP,5530,"2,633,725","1,702,476",0,0,"258,367","329,211","47,406",0,0,"4,950","4,950","286,365",0,"4,520",0,"2,638,245","4,520",0.20%
WARREN,WHITE TWP,5780,"1,743,789","581,054",0,0,"249,609","313,648","49,562",0,0,"4,710","4,710","540,496",0,"4,320",0,"1,748,109","4,320",0.20%
,,,,,,,,,,,,,,,,,,,,
