YEAR,COUNTY_ID,COUNTY_NAME,DISTRICT_ID,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,SUBGROUP,FOUR_YR_GRAD_RATE,FOUR_YR_ADJ_COHORT_COUNT,GRADUATED_COUNT
2015,25,MONMOUTH,3160,MIDDLETOWN TWP,50,MIDDLETOWN HIGH SCHOOL NORTH,Native Hawaiian,-,-,-
2015,25,MONMOUTH,3160,MIDDLETOWN TWP,50,MIDDLETOWN HIGH SCHOOL NORTH,Two or More Races,-,-,-
2015,25,MONMOUTH,3160,MIDDLETOWN TWP,50,MIDDLETOWN HIGH SCHOOL NORTH,Limited English Proficiency,-,-,-
2015,25,MONMOUTH,3160,MIDDLETOWN TWP,50,MIDDLETOWN HIGH SCHOOL NORTH,Economically Disadvantaged,90.91,55,50
2015,25,MONMOUTH,3160,MIDDLETOWN TWP,50,MIDDLETOWN HIGH SCHOOL NORTH,Students with Disability,88.61,79,70
2015,25,MONMOUTH,3160,MIDDLETOWN TWP,50,MIDDLETOWN HIGH SCHOOL NORTH,Schoolwide,94.32,387,365
2015,25,MONMOUTH,3160,MIDDLETOWN TWP,53,MIDDLETOWN HIGH SCHOOL SOUTH,White,93.39,333,311
2015,25,MONMOUTH,3160,MIDDLETOWN TWP,53,MIDDLETOWN HIGH SCHOOL SOUTH,Black,-,-,-
2015,25,MONMOUTH,3160,MIDDLETOWN TWP,53,MIDDLETOWN HIGH SCHOOL SOUTH,Hispanic,-,-,-
2015,25,MONMOUTH,3160,MIDDLETOWN TWP,53,MIDDLETOWN HIGH SCHOOL SOUTH,Asian,-,-,-
2015,25,MONMOUTH,3160,MIDDLETOWN TWP,53,MIDDLETOWN HIGH SCHOOL SOUTH,American Indian,-,-,-
2015,25,MONMOUTH,3160,MIDDLETOWN TWP,53,MIDDLETOWN HIGH SCHOOL SOUTH,Native Hawaiian,-,-,-
2015,25,MONMOUTH,3160,MIDDLETOWN TWP,53,MIDDLETOWN HIGH SCHOOL SOUTH,Two or More Races,-,-,-
2015,25,MONMOUTH,3160,MIDDLETOWN TWP,53,MIDDLETOWN HIGH SCHOOL SOUTH,Limited English Proficiency,-,-,-
2015,25,MONMOUTH,3160,MIDDLETOWN TWP,53,MIDDLETOWN HIGH SCHOOL SOUTH,Economically Disadvantaged,-,-,-
2015,25,MONMOUTH,3160,MIDDLETOWN TWP,53,MIDDLETOWN HIGH SCHOOL SOUTH,Students with Disability,77.14,70,54
2015,25,MONMOUTH,3160,MIDDLETOWN TWP,53,MIDDLETOWN HIGH SCHOOL SOUTH,Schoolwide,93.46,367,343
2015,25,MONMOUTH,3160,MIDDLETOWN TWP,999,Districtwide Total,White,94.14,666,627
2015,25,MONMOUTH,3160,MIDDLETOWN TWP,999,Districtwide Total,Black,-,-,-
2015,25,MONMOUTH,3160,MIDDLETOWN TWP,999,Districtwide Total,Hispanic,91.49,47,43
2015,25,MONMOUTH,3160,MIDDLETOWN TWP,999,Districtwide Total,Asian,-,-,-
2015,25,MONMOUTH,3160,MIDDLETOWN TWP,999,Districtwide Total,American Indian,-,-,-
2015,25,MONMOUTH,3160,MIDDLETOWN TWP,999,Districtwide Total,Native Hawaiian,-,-,-
2015,25,MONMOUTH,3160,MIDDLETOWN TWP,999,Districtwide Total,Two or More Races,-,-,-
2015,25,MONMOUTH,3160,MIDDLETOWN TWP,999,Districtwide Total,Limited English Proficiency,-,-,-
2015,25,MONMOUTH,3160,MIDDLETOWN TWP,999,Districtwide Total,Economically Disadvantaged,85,80,68
2015,25,MONMOUTH,3160,MIDDLETOWN TWP,999,Districtwide Total,Students with Disability,83.22,149,124
2015,25,MONMOUTH,3160,MIDDLETOWN TWP,999,Districtwide Total,Districtwide,93.9,754,708
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,4,COMMUNICATIONS HIGH SCHOOL,White,100,69,69
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,4,COMMUNICATIONS HIGH SCHOOL,Black,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,4,COMMUNICATIONS HIGH SCHOOL,Hispanic,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,4,COMMUNICATIONS HIGH SCHOOL,Asian,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,4,COMMUNICATIONS HIGH SCHOOL,American Indian,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,4,COMMUNICATIONS HIGH SCHOOL,Native Hawaiian,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,4,COMMUNICATIONS HIGH SCHOOL,Two or More Races,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,4,COMMUNICATIONS HIGH SCHOOL,Limited English Proficiency,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,4,COMMUNICATIONS HIGH SCHOOL,Economically Disadvantaged,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,4,COMMUNICATIONS HIGH SCHOOL,Students with Disability,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,4,COMMUNICATIONS HIGH SCHOOL,Schoolwide,100,77,77
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,10,HIGH TECHNOLOGY HIGH SCHOOL,White,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,10,HIGH TECHNOLOGY HIGH SCHOOL,Black,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,10,HIGH TECHNOLOGY HIGH SCHOOL,Hispanic,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,10,HIGH TECHNOLOGY HIGH SCHOOL,Asian,97.5,40,39
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,10,HIGH TECHNOLOGY HIGH SCHOOL,American Indian,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,10,HIGH TECHNOLOGY HIGH SCHOOL,Native Hawaiian,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,10,HIGH TECHNOLOGY HIGH SCHOOL,Two or More Races,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,10,HIGH TECHNOLOGY HIGH SCHOOL,Limited English Proficiency,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,10,HIGH TECHNOLOGY HIGH SCHOOL,Economically Disadvantaged,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,10,HIGH TECHNOLOGY HIGH SCHOOL,Students with Disability,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,10,HIGH TECHNOLOGY HIGH SCHOOL,Schoolwide,98.41,63,62
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,20,MARINE ACADEMY OF SCIENCE AND TECHNOLOGY,White,96.49,57,55
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,20,MARINE ACADEMY OF SCIENCE AND TECHNOLOGY,Black,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,20,MARINE ACADEMY OF SCIENCE AND TECHNOLOGY,Hispanic,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,20,MARINE ACADEMY OF SCIENCE AND TECHNOLOGY,Asian,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,20,MARINE ACADEMY OF SCIENCE AND TECHNOLOGY,American Indian,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,20,MARINE ACADEMY OF SCIENCE AND TECHNOLOGY,Native Hawaiian,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,20,MARINE ACADEMY OF SCIENCE AND TECHNOLOGY,Two or More Races,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,20,MARINE ACADEMY OF SCIENCE AND TECHNOLOGY,Limited English Proficiency,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,20,MARINE ACADEMY OF SCIENCE AND TECHNOLOGY,Economically Disadvantaged,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,20,MARINE ACADEMY OF SCIENCE AND TECHNOLOGY,Students with Disability,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,20,MARINE ACADEMY OF SCIENCE AND TECHNOLOGY,Schoolwide,96.61,59,57
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,25,ACADEMY OF ALLIED HEALTH AND SCIENCE,White,100,32,32
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,25,ACADEMY OF ALLIED HEALTH AND SCIENCE,Black,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,25,ACADEMY OF ALLIED HEALTH AND SCIENCE,Hispanic,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,25,ACADEMY OF ALLIED HEALTH AND SCIENCE,Asian,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,25,ACADEMY OF ALLIED HEALTH AND SCIENCE,American Indian,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,25,ACADEMY OF ALLIED HEALTH AND SCIENCE,Native Hawaiian,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,25,ACADEMY OF ALLIED HEALTH AND SCIENCE,Two or More Races,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,25,ACADEMY OF ALLIED HEALTH AND SCIENCE,Limited English Proficiency,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,25,ACADEMY OF ALLIED HEALTH AND SCIENCE,Economically Disadvantaged,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,25,ACADEMY OF ALLIED HEALTH AND SCIENCE,Students with Disability,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,25,ACADEMY OF ALLIED HEALTH AND SCIENCE,Schoolwide,100,61,61
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,28,BIOTECHNOLOGY HIGH SCHOOL,White,100,47,47
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,28,BIOTECHNOLOGY HIGH SCHOOL,Black,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,28,BIOTECHNOLOGY HIGH SCHOOL,Hispanic,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,28,BIOTECHNOLOGY HIGH SCHOOL,Asian,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,28,BIOTECHNOLOGY HIGH SCHOOL,American Indian,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,28,BIOTECHNOLOGY HIGH SCHOOL,Native Hawaiian,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,28,BIOTECHNOLOGY HIGH SCHOOL,Two or More Races,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,28,BIOTECHNOLOGY HIGH SCHOOL,Limited English Proficiency,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,28,BIOTECHNOLOGY HIGH SCHOOL,Economically Disadvantaged,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,28,BIOTECHNOLOGY HIGH SCHOOL,Students with Disability,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,28,BIOTECHNOLOGY HIGH SCHOOL,Schoolwide,100,72,72
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,301,ACADEMY OF LAW & PUBLIC SAFETY,White,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,301,ACADEMY OF LAW & PUBLIC SAFETY,Black,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,301,ACADEMY OF LAW & PUBLIC SAFETY,Hispanic,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,301,ACADEMY OF LAW & PUBLIC SAFETY,Asian,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,301,ACADEMY OF LAW & PUBLIC SAFETY,American Indian,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,301,ACADEMY OF LAW & PUBLIC SAFETY,Native Hawaiian,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,301,ACADEMY OF LAW & PUBLIC SAFETY,Two or More Races,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,301,ACADEMY OF LAW & PUBLIC SAFETY,Limited English Proficiency,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,301,ACADEMY OF LAW & PUBLIC SAFETY,Economically Disadvantaged,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,301,ACADEMY OF LAW & PUBLIC SAFETY,Students with Disability,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,301,ACADEMY OF LAW & PUBLIC SAFETY,Schoolwide,100,38,38
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,999,Districtwide Total,White,97.81,274,268
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,999,Districtwide Total,Black,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,999,Districtwide Total,Hispanic,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,999,Districtwide Total,Asian,98.98,98,97
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,999,Districtwide Total,American Indian,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,999,Districtwide Total,Native Hawaiian,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,999,Districtwide Total,Two or More Races,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,999,Districtwide Total,Limited English Proficiency,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,999,Districtwide Total,Economically Disadvantaged,87.5,32,28
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,999,Districtwide Total,Students with Disability,-,-,-
2015,25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,999,Districtwide Total,Districtwide,96.81,407,394
2015,25,MONMOUTH,3270,MONMOUTH REGIONAL,50,MONMOUTH REGIONAL HIGH SCHOOL,White,94.29,140,132
2015,25,MONMOUTH,3270,MONMOUTH REGIONAL,50,MONMOUTH REGIONAL HIGH SCHOOL,Black,91.89,37,34
2015,25,MONMOUTH,3270,MONMOUTH REGIONAL,50,MONMOUTH REGIONAL HIGH SCHOOL,Hispanic,93.02,43,40
2015,25,MONMOUTH,3270,MONMOUTH REGIONAL,50,MONMOUTH REGIONAL HIGH SCHOOL,Asian,-,-,-
2015,25,MONMOUTH,3270,MONMOUTH REGIONAL,50,MONMOUTH REGIONAL HIGH SCHOOL,American Indian,-,-,-
2015,25,MONMOUTH,3270,MONMOUTH REGIONAL,50,MONMOUTH REGIONAL HIGH SCHOOL,Native Hawaiian,-,-,-
2015,25,MONMOUTH,3270,MONMOUTH REGIONAL,50,MONMOUTH REGIONAL HIGH SCHOOL,Two or More Races,-,-,-
2015,25,MONMOUTH,3270,MONMOUTH REGIONAL,50,MONMOUTH REGIONAL HIGH SCHOOL,Limited English Proficiency,-,-,-
2015,25,MONMOUTH,3270,MONMOUTH REGIONAL,50,MONMOUTH REGIONAL HIGH SCHOOL,Economically Disadvantaged,90.32,31,28
2015,25,MONMOUTH,3270,MONMOUTH REGIONAL,50,MONMOUTH REGIONAL HIGH SCHOOL,Students with Disability,94,50,47
2015,25,MONMOUTH,3270,MONMOUTH REGIONAL,50,MONMOUTH REGIONAL HIGH SCHOOL,Schoolwide,94.26,244,230
2015,25,MONMOUTH,3270,MONMOUTH REGIONAL,999,Districtwide Total,White,94.29,140,132
2015,25,MONMOUTH,3270,MONMOUTH REGIONAL,999,Districtwide Total,Black,91.89,37,34
2015,25,MONMOUTH,3270,MONMOUTH REGIONAL,999,Districtwide Total,Hispanic,93.02,43,40
2015,25,MONMOUTH,3270,MONMOUTH REGIONAL,999,Districtwide Total,Asian,-,-,-
2015,25,MONMOUTH,3270,MONMOUTH REGIONAL,999,Districtwide Total,American Indian,-,-,-
2015,25,MONMOUTH,3270,MONMOUTH REGIONAL,999,Districtwide Total,Native Hawaiian,-,-,-
2015,25,MONMOUTH,3270,MONMOUTH REGIONAL,999,Districtwide Total,Two or More Races,-,-,-
2015,25,MONMOUTH,3270,MONMOUTH REGIONAL,999,Districtwide Total,Limited English Proficiency,-,-,-
2015,25,MONMOUTH,3270,MONMOUTH REGIONAL,999,Districtwide Total,Economically Disadvantaged,90.32,31,28
2015,25,MONMOUTH,3270,MONMOUTH REGIONAL,999,Districtwide Total,Students with Disability,94,50,47
2015,25,MONMOUTH,3270,MONMOUTH REGIONAL,999,Districtwide Total,Districtwide,94.26,244,230
2015,25,MONMOUTH,3510,NEPTUNE TWP,50,NEPTUNE HIGH SCHOOL,White,83.16,95,79
2015,25,MONMOUTH,3510,NEPTUNE TWP,50,NEPTUNE HIGH SCHOOL,Black,81.78,214,175
2015,25,MONMOUTH,3510,NEPTUNE TWP,50,NEPTUNE HIGH SCHOOL,Hispanic,67.86,56,38
2015,25,MONMOUTH,3510,NEPTUNE TWP,50,NEPTUNE HIGH SCHOOL,Asian,-,-,-
2015,25,MONMOUTH,3510,NEPTUNE TWP,50,NEPTUNE HIGH SCHOOL,American Indian,-,-,-
2015,25,MONMOUTH,3510,NEPTUNE TWP,50,NEPTUNE HIGH SCHOOL,Native Hawaiian,-,-,-
2015,25,MONMOUTH,3510,NEPTUNE TWP,50,NEPTUNE HIGH SCHOOL,Two or More Races,-,-,-
2015,25,MONMOUTH,3510,NEPTUNE TWP,50,NEPTUNE HIGH SCHOOL,Limited English Proficiency,-,-,-
2015,25,MONMOUTH,3510,NEPTUNE TWP,50,NEPTUNE HIGH SCHOOL,Economically Disadvantaged,76.41,195,149
2015,25,MONMOUTH,3510,NEPTUNE TWP,50,NEPTUNE HIGH SCHOOL,Students with Disability,73.12,93,68
2015,25,MONMOUTH,3510,NEPTUNE TWP,50,NEPTUNE HIGH SCHOOL,Schoolwide,80.73,384,310
2015,25,MONMOUTH,3510,NEPTUNE TWP,999,Districtwide Total,White,83.16,95,79
2015,25,MONMOUTH,3510,NEPTUNE TWP,999,Districtwide Total,Black,81.78,214,175
2015,25,MONMOUTH,3510,NEPTUNE TWP,999,Districtwide Total,Hispanic,67.86,56,38
2015,25,MONMOUTH,3510,NEPTUNE TWP,999,Districtwide Total,Asian,-,-,-
2015,25,MONMOUTH,3510,NEPTUNE TWP,999,Districtwide Total,American Indian,-,-,-
2015,25,MONMOUTH,3510,NEPTUNE TWP,999,Districtwide Total,Native Hawaiian,-,-,-
2015,25,MONMOUTH,3510,NEPTUNE TWP,999,Districtwide Total,Two or More Races,-,-,-
2015,25,MONMOUTH,3510,NEPTUNE TWP,999,Districtwide Total,Limited English Proficiency,-,-,-
2015,25,MONMOUTH,3510,NEPTUNE TWP,999,Districtwide Total,Economically Disadvantaged,76.41,195,149
2015,25,MONMOUTH,3510,NEPTUNE TWP,999,Districtwide Total,Students with Disability,73.12,93,68
2015,25,MONMOUTH,3510,NEPTUNE TWP,999,Districtwide Total,Districtwide,80.73,384,310
2015,25,MONMOUTH,3810,OCEAN TWP,30,OCEAN TOWNSHIP HIGH SCHOOL,White,94.2,224,211
2015,25,MONMOUTH,3810,OCEAN TWP,30,OCEAN TOWNSHIP HIGH SCHOOL,Black,91.18,34,31
2015,25,MONMOUTH,3810,OCEAN TWP,30,OCEAN TOWNSHIP HIGH SCHOOL,Hispanic,-,-,-
2015,25,MONMOUTH,3810,OCEAN TWP,30,OCEAN TOWNSHIP HIGH SCHOOL,Asian,-,-,-
2015,25,MONMOUTH,3810,OCEAN TWP,30,OCEAN TOWNSHIP HIGH SCHOOL,American Indian,-,-,-
2015,25,MONMOUTH,3810,OCEAN TWP,30,OCEAN TOWNSHIP HIGH SCHOOL,Native Hawaiian,-,-,-
2015,25,MONMOUTH,3810,OCEAN TWP,30,OCEAN TOWNSHIP HIGH SCHOOL,Two or More Races,-,-,-
2015,25,MONMOUTH,3810,OCEAN TWP,30,OCEAN TOWNSHIP HIGH SCHOOL,Limited English Proficiency,-,-,-
2015,25,MONMOUTH,3810,OCEAN TWP,30,OCEAN TOWNSHIP HIGH SCHOOL,Economically Disadvantaged,89.47,57,51
2015,25,MONMOUTH,3810,OCEAN TWP,30,OCEAN TOWNSHIP HIGH SCHOOL,Students with Disability,80.7,57,46
2015,25,MONMOUTH,3810,OCEAN TWP,30,OCEAN TOWNSHIP HIGH SCHOOL,Schoolwide,94.14,307,289
2015,25,MONMOUTH,3810,OCEAN TWP,999,Districtwide Total,White,94.2,224,211
2015,25,MONMOUTH,3810,OCEAN TWP,999,Districtwide Total,Black,91.18,34,31
2015,25,MONMOUTH,3810,OCEAN TWP,999,Districtwide Total,Hispanic,-,-,-
2015,25,MONMOUTH,3810,OCEAN TWP,999,Districtwide Total,Asian,-,-,-
2015,25,MONMOUTH,3810,OCEAN TWP,999,Districtwide Total,American Indian,-,-,-
2015,25,MONMOUTH,3810,OCEAN TWP,999,Districtwide Total,Native Hawaiian,-,-,-
2015,25,MONMOUTH,3810,OCEAN TWP,999,Districtwide Total,Two or More Races,-,-,-
2015,25,MONMOUTH,3810,OCEAN TWP,999,Districtwide Total,Limited English Proficiency,-,-,-
2015,25,MONMOUTH,3810,OCEAN TWP,999,Districtwide Total,Economically Disadvantaged,89.47,57,51
2015,25,MONMOUTH,3810,OCEAN TWP,999,Districtwide Total,Students with Disability,80.7,57,46
2015,25,MONMOUTH,3810,OCEAN TWP,999,Districtwide Total,Districtwide,94.14,307,289
2015,25,MONMOUTH,4365,RED BANK REGIONAL,50,RED BANK REGIONAL HIGH SCHOOL,White,98.21,223,219
2015,25,MONMOUTH,4365,RED BANK REGIONAL,50,RED BANK REGIONAL HIGH SCHOOL,Black,90.63,32,29
2015,25,MONMOUTH,4365,RED BANK REGIONAL,50,RED BANK REGIONAL HIGH SCHOOL,Hispanic,89.83,59,53
2015,25,MONMOUTH,4365,RED BANK REGIONAL,50,RED BANK REGIONAL HIGH SCHOOL,Asian,-,-,-
2015,25,MONMOUTH,4365,RED BANK REGIONAL,50,RED BANK REGIONAL HIGH SCHOOL,American Indian,-,-,-
2015,25,MONMOUTH,4365,RED BANK REGIONAL,50,RED BANK REGIONAL HIGH SCHOOL,Native Hawaiian,-,-,-
2015,25,MONMOUTH,4365,RED BANK REGIONAL,50,RED BANK REGIONAL HIGH SCHOOL,Two or More Races,-,-,-
2015,25,MONMOUTH,4365,RED BANK REGIONAL,50,RED BANK REGIONAL HIGH SCHOOL,Limited English Proficiency,-,-,-
2015,25,MONMOUTH,4365,RED BANK REGIONAL,50,RED BANK REGIONAL HIGH SCHOOL,Economically Disadvantaged,89.58,48,43
2015,25,MONMOUTH,4365,RED BANK REGIONAL,50,RED BANK REGIONAL HIGH SCHOOL,Students with Disability,88.64,44,39
2015,25,MONMOUTH,4365,RED BANK REGIONAL,50,RED BANK REGIONAL HIGH SCHOOL,Schoolwide,96.01,326,313
2015,25,MONMOUTH,4365,RED BANK REGIONAL,999,Districtwide Total,White,98.21,223,219
2015,25,MONMOUTH,4365,RED BANK REGIONAL,999,Districtwide Total,Black,90.63,32,29
2015,25,MONMOUTH,4365,RED BANK REGIONAL,999,Districtwide Total,Hispanic,89.83,59,53
2015,25,MONMOUTH,4365,RED BANK REGIONAL,999,Districtwide Total,Asian,-,-,-
2015,25,MONMOUTH,4365,RED BANK REGIONAL,999,Districtwide Total,American Indian,-,-,-
2015,25,MONMOUTH,4365,RED BANK REGIONAL,999,Districtwide Total,Native Hawaiian,-,-,-
2015,25,MONMOUTH,4365,RED BANK REGIONAL,999,Districtwide Total,Two or More Races,-,-,-
2015,25,MONMOUTH,4365,RED BANK REGIONAL,999,Districtwide Total,Limited English Proficiency,-,-,-
2015,25,MONMOUTH,4365,RED BANK REGIONAL,999,Districtwide Total,Economically Disadvantaged,89.58,48,43
2015,25,MONMOUTH,4365,RED BANK REGIONAL,999,Districtwide Total,Students with Disability,88.64,44,39
2015,25,MONMOUTH,4365,RED BANK REGIONAL,999,Districtwide Total,Districtwide,96.01,326,313
2015,25,MONMOUTH,4580,RUMSON-FAIR HAVEN REG,50,RUMSON-FAIR HAVEN REGIONAL HIGH SCHOOL,White,98.24,170,167
2015,25,MONMOUTH,4580,RUMSON-FAIR HAVEN REG,50,RUMSON-FAIR HAVEN REGIONAL HIGH SCHOOL,Black,-,-,-
2015,25,MONMOUTH,4580,RUMSON-FAIR HAVEN REG,50,RUMSON-FAIR HAVEN REGIONAL HIGH SCHOOL,Hispanic,-,-,-
2015,25,MONMOUTH,4580,RUMSON-FAIR HAVEN REG,50,RUMSON-FAIR HAVEN REGIONAL HIGH SCHOOL,Asian,-,-,-
2015,25,MONMOUTH,4580,RUMSON-FAIR HAVEN REG,50,RUMSON-FAIR HAVEN REGIONAL HIGH SCHOOL,American Indian,-,-,-
2015,25,MONMOUTH,4580,RUMSON-FAIR HAVEN REG,50,RUMSON-FAIR HAVEN REGIONAL HIGH SCHOOL,Native Hawaiian,-,-,-
2015,25,MONMOUTH,4580,RUMSON-FAIR HAVEN REG,50,RUMSON-FAIR HAVEN REGIONAL HIGH SCHOOL,Two or More Races,-,-,-
2015,25,MONMOUTH,4580,RUMSON-FAIR HAVEN REG,50,RUMSON-FAIR HAVEN REGIONAL HIGH SCHOOL,Limited English Proficiency,-,-,-
2015,25,MONMOUTH,4580,RUMSON-FAIR HAVEN REG,50,RUMSON-FAIR HAVEN REGIONAL HIGH SCHOOL,Economically Disadvantaged,-,-,-
2015,25,MONMOUTH,4580,RUMSON-FAIR HAVEN REG,50,RUMSON-FAIR HAVEN REGIONAL HIGH SCHOOL,Students with Disability,-,-,-
2015,25,MONMOUTH,4580,RUMSON-FAIR HAVEN REG,50,RUMSON-FAIR HAVEN REGIONAL HIGH SCHOOL,Schoolwide,98.4,187,184
2015,25,MONMOUTH,4580,RUMSON-FAIR HAVEN REG,999,Districtwide Total,White,98.24,170,167
2015,25,MONMOUTH,4580,RUMSON-FAIR HAVEN REG,999,Districtwide Total,Black,-,-,-
2015,25,MONMOUTH,4580,RUMSON-FAIR HAVEN REG,999,Districtwide Total,Hispanic,-,-,-
2015,25,MONMOUTH,4580,RUMSON-FAIR HAVEN REG,999,Districtwide Total,Asian,-,-,-
2015,25,MONMOUTH,4580,RUMSON-FAIR HAVEN REG,999,Districtwide Total,American Indian,-,-,-
2015,25,MONMOUTH,4580,RUMSON-FAIR HAVEN REG,999,Districtwide Total,Native Hawaiian,-,-,-
2015,25,MONMOUTH,4580,RUMSON-FAIR HAVEN REG,999,Districtwide Total,Two or More Races,-,-,-
2015,25,MONMOUTH,4580,RUMSON-FAIR HAVEN REG,999,Districtwide Total,Limited English Proficiency,-,-,-
2015,25,MONMOUTH,4580,RUMSON-FAIR HAVEN REG,999,Districtwide Total,Economically Disadvantaged,-,-,-
2015,25,MONMOUTH,4580,RUMSON-FAIR HAVEN REG,999,Districtwide Total,Students with Disability,-,-,-
2015,25,MONMOUTH,4580,RUMSON-FAIR HAVEN REG,999,Districtwide Total,Districtwide,98.4,187,184
